id;titulo;marca;preco_original;preco_atual;desconto_pct;tem_desconto;tamanho;frete_gratis;usado;vendedor;loja;subcategoria;categoria;tag
"143062398";"sapatilha luiza barcelos ballet caramelo 37";"luiza barcelos";519;229;55.9;true;"37";false;false;"Daniela";"@danioliver";"mocas-calcados-sapatilha";"feminino-calcados";"56%"
"142563136";"sandália preta n21";"n21";450;450;0;false;"35";false;true;"enjoei";"@enjoei-pro";"mocas-calcados-rasteirinha";"feminino-calcados";""
"141706742";"bota moleca napa floather zurique preta 39";"moleca";200;200;0;false;"39";false;true;"Mariana";"@mariana-22dbc3";"mocas-calcados-botas";"feminino-calcados";""
"141564499";"scarpin off white e preto jorge bischoff";"jorge bischoff";325;299;8;true;"37";false;true;"enjoei";"@enjoei-pro";"mocas-calcados-sapatos";"feminino-calcados";"8%"
"134735584";"sapato preto com dourado carmen steffens";"carmen steffens";80;55;31.3;true;"35";false;true;"kátia";"@katia-61c208";"mocas-calcados-sapatos";"feminino-calcados";"31%"
"141554752";"tênis wishin de couro marrom 38 feminino";"wishin";100;100;0;false;"38";false;true;"Stella";"@stella-897be7";"mocas-calcados-tenis";"feminino-calcados";""
"120005170";"sandália com pedrarias";"laranda lima";38;27;28.9;true;"35";false;true;"priscila";"@priscila-dccc37";"mocas-calcados-rasteirinha";"feminino-calcados";"29%"
"143696729";"bota de malha tratorada preta 37";"sem  marca";200;200;0;false;"37";false;false;"maria";"@luiza-ecfe9f";"mocas-calcados-botas";"feminino-calcados";""
"143572357";"tênis vans classic slip on 37";"vans";290;290;0;false;"37";false;false;"joelma";"@joelma-1a8782";"mocas-calcados-tenis";"feminino-calcados";""
"143517587";"adidas (unisex)";"adidas";65;65;0;false;"34";false;true;"Peterson";"@peterson-7a7db3";"mocas-calcados-tenis";"feminino-calcados";""
"143244111";"sandália arezzo nude salto 5cm";"arezzo";115;107;7;true;"38";false;false;"Juliana";"@juliana-e91809";"mocas-calcados-rasteirinha";"feminino-calcados";"7%"
"143224507";"scarpin vizzano salto bloco bege 37";"vizzano";70;67;4.3;true;"37";false;true;"thaís";"@thais-e6c4a8";"mocas-calcados-sapatos";"feminino-calcados";"4%"
"141802951";"tênis adidas nmd r1 bliss 37";"adidas";850;680;20;true;"37";false;true;"Isabela";"@isoca";"mocas-calcados-tenis";"feminino-calcados";"20%"
"141120612";"sandália farm colorida 34";"farm";350;350;0;false;"34";false;true;"Caroline";"@caroline-5fcb1d";"mocas-calcados-rasteirinha";"feminino-calcados";""
"140326128";"tênis feminino verde militar";"sem  marca";60;60;0;false;"38";false;true;"lolla";"@lolla-lolla";"mocas-calcados-tenis";"feminino-calcados";""
"139601414";"sandália schutz meia pata - 35";"schutz";288;240;16.7;true;"35";false;false;"HELENA";"@helena-78392b";"mocas-calcados-rasteirinha";"feminino-calcados";"17%"
"138508017";"bota coturno dourado schutz";"schutz";400;400;0;false;"36";false;true;"aline";"@aline-3f9fb1";"mocas-calcados-botas";"feminino-calcados";""
"138104414";"tênis nike";"nike";420;333;20.7;true;"38";false;true;"barbara";"@barbara-0f1111";"mocas-calcados-tenis";"feminino-calcados";"21%"
"143746320";"bota via uno moda cano longo salto baixo";"via uno";180;180;0;false;"38";false;true;"Elizabeth";"@elizabeth-d46195";"mocas-calcados-botas";"feminino-calcados";""
"121095055";"sapatilha couro legítimo";"santa lolla";58;40;31;true;"35";false;true;"priscila";"@priscila-dccc37";"mocas-calcados-sapatilha";"feminino-calcados";"31%"
"143851044";"tênis nike air force 1 '07 world indigo/ground crush";"nike";649;649;0;false;"36";false;false;"Demétrius";"@someloutlet";"mocas-calcados-tenis";"feminino-calcados";""
"143084741";"tênis puma rs-x running system vermelho 35";"puma";156;149;4.5;true;"35";false;true;"Tatiana";"@tatiana-ee8063";"mocas-calcados-tenis";"feminino-calcados";"4%"
"137926560";"37-tênis gazelle verde erva doce/listras brancas tam 37";"sem  marca";489;489;0;false;"37";false;true;"fatima";"@fabiana-ac766a";"mocas-calcados-tenis";"feminino-calcados";""
"143849046";"sandália arezzo trançada vinho 37";"arezzo";140;140;0;false;"37";false;true;"May";"@may-f236f8";"mocas-calcados-rasteirinha";"feminino-calcados";""
"142047648";"sandália vicenza animal print 35";"vicenza";129;125;3.1;true;"35";false;true;"rita";"@rita-6d7e00";"mocas-calcados-rasteirinha";"feminino-calcados";"3%"
"143898866";"sapatilha schutz croco laranja tam. 38 | usada 1 vez";"schutz";75;75;0;false;"38";false;true;"sandra";"@sandra-0e105f";"mocas-calcados-sapatilha";"feminino-calcados";""
"143691025";"sandália birkenstock boston";"birkenstock";649;649;0;false;"41";false;false;"igr";"@igr-9d5437";"mocas-calcados-rasteirinha";"feminino-calcados";""
"140399062";"37- tênis  samba branco/vinho 37";"sem  marca";469;469;0;false;"37";false;true;"fatima";"@fabiana-ac766a";"mocas-calcados-tenis";"feminino-calcados";""
"143948231";"tênis esportivo feminino branco rosa off/candy academia corrida casual retro confortável 530";"thiago g.a";275;275;0;false;"38";false;false;"Thiago";"@tga";"mocas-calcados-tenis";"feminino-calcados";""
"143947595";"sapato zara salto alto preto 36";"zara";99;89;10.1;true;"36";false;true;"karim";"@karim-eb5124";"mocas-calcados-sapatos";"feminino-calcados";"barateou"
"143867209";"tênis nike lebron we monopoly money 38";"nike";2250;2250;0;false;"38";false;false;"roberto";"@roberto-54f8eb";"mocas-calcados-tenis";"feminino-calcados";""
"143834015";"bota jeans feminina 39";"sem  marca";58;58;0;false;"39";false;true;"joseane";"@joseane-f09d46";"mocas-calcados-botas";"feminino-calcados";""
"143553095";"sandália dakota rosa 36";"dakota";45;43;4.4;true;"36";false;true;"Priscila";"@priscila-988d7f";"mocas-calcados-sapatos";"feminino-calcados";"4%"
"143522763";"sandália uza salto médio couro ice";"uza";250;250;0;false;"36";false;true;"mariana";"@mariana-011a9d";"mocas-calcados-rasteirinha";"feminino-calcados";""
"143239610";"tênis botinha meia constança preto 38";"constance";169;169;0;false;"38";false;true;"jeane";"@jeane-cf32ea";"mocas-calcados-botas";"feminino-calcados";""
"142657731";"tênis mizuno feminino azul claro 37";"mizuno";183;170;7.1;true;"37";false;true;"Desapegos";"@caroline-eeef26";"mocas-calcados-tenis";"feminino-calcados";"7%"
"142542557";"sandália modare ultraconforto terracota 35";"modare";90;90;0;false;"35";false;true;"Marcelo";"@marcelo-c0b8a9";"mocas-calcados-rasteirinha";"feminino-calcados";""
"142228077";"sandália anabela julis preta 36";"julius";120;108;10;true;"36";false;true;"kellin";"@kellin-39fe6e";"mocas-calcados-rasteirinha";"feminino-calcados";"10%"
"140050923";"bota branca bico fino";"sem  marca";115;115;0;false;"36";false;true;"rayane";"@rayane-287276";"mocas-calcados-botas";"feminino-calcados";""
"134105875";"sandália papete feminina preta nova";"dubuy";90;63;30;true;"36";false;false;"mariana";"@mariana-b402f3";"mocas-calcados-rasteirinha";"feminino-calcados";"30%"
"143855131";"sandália feminina verde 35";"sem  marca";64;50;21.9;true;"35";false;true;"renata";"@renata-90e1a5";"mocas-calcados-rasteirinha";"feminino-calcados";"barateou"
"143723196";"sandália feminina 39";"guifer";89;89;0;false;"39";false;false;"Carolina";"@carolina-5f4f6c";"mocas-calcados-rasteirinha";"feminino-calcados";""
"142544350";"bota cano alto ferragamo";"ferragamo";1129;1062;5.9;true;"37";false;true;"Ágata";"@agata-a8916a";"mocas-calcados-botas";"feminino-calcados";"6%"
"141337601";"tênis vans crosspath cinza 38";"vans";970;900;7.2;true;"38";false;false;"Thiago";"@thiago-42b824";"mocas-calcados-tenis";"feminino-calcados";"7%"
"134314539";"sandália schutz preta";"schutz";110;78;29.1;true;"38";false;true;"Ana";"@ana-cf813d";"mocas-calcados-rasteirinha";"feminino-calcados";"29%"
"143349468";"bota bottero marrom café 35";"bottero";210;210;0;false;"35";false;true;"claudia";"@claudia-472a01";"mocas-calcados-botas";"feminino-calcados";""
"143245441";"rasteira 36 luz da lua";"luz da lua";129;122;5.4;true;"36";false;true;"JESSICA";"@jeiasana";"mocas-calcados-rasteirinha";"feminino-calcados";"barateou"
"143127285";"bota cano alto slouchy marrom 36";"carrano";920;920;0;false;"36";false;true;"Camila";"@camila-33484d";"mocas-calcados-botas";"feminino-calcados";""
"143062398";"sapatilha luiza barcelos ballet caramelo 37";"luiza barcelos";519;229;55.9;true;"37";false;false;"Daniela";"@danioliver";"mocas-calcados-sapatilha";"feminino-calcados";"56%"
"142563136";"sandália preta n21";"n21";450;450;0;false;"35";false;true;"enjoei";"@enjoei-pro";"mocas-calcados-rasteirinha";"feminino-calcados";""
"141706742";"bota moleca napa floather zurique preta 39";"moleca";200;200;0;false;"39";false;true;"Mariana";"@mariana-22dbc3";"mocas-calcados-botas";"feminino-calcados";""
"141564499";"scarpin off white e preto jorge bischoff";"jorge bischoff";325;299;8;true;"37";false;true;"enjoei";"@enjoei-pro";"mocas-calcados-sapatos";"feminino-calcados";"8%"
"134735584";"sapato preto com dourado carmen steffens";"carmen steffens";80;55;31.3;true;"35";false;true;"kátia";"@katia-61c208";"mocas-calcados-sapatos";"feminino-calcados";"31%"
"141554752";"tênis wishin de couro marrom 38 feminino";"wishin";100;100;0;false;"38";false;true;"Stella";"@stella-897be7";"mocas-calcados-tenis";"feminino-calcados";""
"120005170";"sandália com pedrarias";"laranda lima";38;27;28.9;true;"35";false;true;"priscila";"@priscila-dccc37";"mocas-calcados-rasteirinha";"feminino-calcados";"29%"
"143696729";"bota de malha tratorada preta 37";"sem  marca";200;200;0;false;"37";false;false;"maria";"@luiza-ecfe9f";"mocas-calcados-botas";"feminino-calcados";""
"143572357";"tênis vans classic slip on 37";"vans";290;290;0;false;"37";false;false;"joelma";"@joelma-1a8782";"mocas-calcados-tenis";"feminino-calcados";""
"143517587";"adidas (unisex)";"adidas";65;65;0;false;"34";false;true;"Peterson";"@peterson-7a7db3";"mocas-calcados-tenis";"feminino-calcados";""
"143244111";"sandália arezzo nude salto 5cm";"arezzo";115;107;7;true;"38";false;false;"Juliana";"@juliana-e91809";"mocas-calcados-rasteirinha";"feminino-calcados";"7%"
"143224507";"scarpin vizzano salto bloco bege 37";"vizzano";70;67;4.3;true;"37";false;true;"thaís";"@thais-e6c4a8";"mocas-calcados-sapatos";"feminino-calcados";"4%"
"141802951";"tênis adidas nmd r1 bliss 37";"adidas";850;680;20;true;"37";false;true;"Isabela";"@isoca";"mocas-calcados-tenis";"feminino-calcados";"20%"
"141120612";"sandália farm colorida 34";"farm";350;350;0;false;"34";false;true;"Caroline";"@caroline-5fcb1d";"mocas-calcados-rasteirinha";"feminino-calcados";""
"140326128";"tênis feminino verde militar";"sem  marca";60;60;0;false;"38";false;true;"lolla";"@lolla-lolla";"mocas-calcados-tenis";"feminino-calcados";""
"139601414";"sandália schutz meia pata - 35";"schutz";288;240;16.7;true;"35";false;false;"HELENA";"@helena-78392b";"mocas-calcados-rasteirinha";"feminino-calcados";"17%"
"138508017";"bota coturno dourado schutz";"schutz";400;400;0;false;"36";false;true;"aline";"@aline-3f9fb1";"mocas-calcados-botas";"feminino-calcados";""
"138104414";"tênis nike";"nike";420;333;20.7;true;"38";false;true;"barbara";"@barbara-0f1111";"mocas-calcados-tenis";"feminino-calcados";"21%"
"143746320";"bota via uno moda cano longo salto baixo";"via uno";180;180;0;false;"38";false;true;"Elizabeth";"@elizabeth-d46195";"mocas-calcados-botas";"feminino-calcados";""
"121095055";"sapatilha couro legítimo";"santa lolla";58;40;31;true;"35";false;true;"priscila";"@priscila-dccc37";"mocas-calcados-sapatilha";"feminino-calcados";"31%"
"143851044";"tênis nike air force 1 '07 world indigo/ground crush";"nike";649;649;0;false;"36";false;false;"Demétrius";"@someloutlet";"mocas-calcados-tenis";"feminino-calcados";""
"143084741";"tênis puma rs-x running system vermelho 35";"puma";156;149;4.5;true;"35";false;true;"Tatiana";"@tatiana-ee8063";"mocas-calcados-tenis";"feminino-calcados";"4%"
"137926560";"37-tênis gazelle verde erva doce/listras brancas tam 37";"sem  marca";489;489;0;false;"37";false;true;"fatima";"@fabiana-ac766a";"mocas-calcados-tenis";"feminino-calcados";""
"143849046";"sandália arezzo trançada vinho 37";"arezzo";140;140;0;false;"37";false;true;"May";"@may-f236f8";"mocas-calcados-rasteirinha";"feminino-calcados";""
"142047648";"sandália vicenza animal print 35";"vicenza";129;125;3.1;true;"35";false;true;"rita";"@rita-6d7e00";"mocas-calcados-rasteirinha";"feminino-calcados";"3%"
"143898866";"sapatilha schutz croco laranja tam. 38 | usada 1 vez";"schutz";75;75;0;false;"38";false;true;"sandra";"@sandra-0e105f";"mocas-calcados-sapatilha";"feminino-calcados";""
"143691025";"sandália birkenstock boston";"birkenstock";649;649;0;false;"41";false;false;"igr";"@igr-9d5437";"mocas-calcados-rasteirinha";"feminino-calcados";""
"140399062";"37- tênis  samba branco/vinho 37";"sem  marca";469;469;0;false;"37";false;true;"fatima";"@fabiana-ac766a";"mocas-calcados-tenis";"feminino-calcados";""
"143948231";"tênis esportivo feminino branco rosa off/candy academia corrida casual retro confortável 530";"thiago g.a";275;275;0;false;"38";false;false;"Thiago";"@tga";"mocas-calcados-tenis";"feminino-calcados";""
"143947595";"sapato zara salto alto preto 36";"zara";99;89;10.1;true;"36";false;true;"karim";"@karim-eb5124";"mocas-calcados-sapatos";"feminino-calcados";"barateou"
"143867209";"tênis nike lebron we monopoly money 38";"nike";2250;2250;0;false;"38";false;false;"roberto";"@roberto-54f8eb";"mocas-calcados-tenis";"feminino-calcados";""
"143834015";"bota jeans feminina 39";"sem  marca";58;58;0;false;"39";false;true;"joseane";"@joseane-f09d46";"mocas-calcados-botas";"feminino-calcados";""
"143553095";"sandália dakota rosa 36";"dakota";45;43;4.4;true;"36";false;true;"Priscila";"@priscila-988d7f";"mocas-calcados-sapatos";"feminino-calcados";"4%"
"143522763";"sandália uza salto médio couro ice";"uza";250;250;0;false;"36";false;true;"mariana";"@mariana-011a9d";"mocas-calcados-rasteirinha";"feminino-calcados";""
"143239610";"tênis botinha meia constança preto 38";"constance";169;169;0;false;"38";false;true;"jeane";"@jeane-cf32ea";"mocas-calcados-botas";"feminino-calcados";""
"142657731";"tênis mizuno feminino azul claro 37";"mizuno";183;170;7.1;true;"37";false;true;"Desapegos";"@caroline-eeef26";"mocas-calcados-tenis";"feminino-calcados";"7%"
"142542557";"sandália modare ultraconforto terracota 35";"modare";90;90;0;false;"35";false;true;"Marcelo";"@marcelo-c0b8a9";"mocas-calcados-rasteirinha";"feminino-calcados";""
"142228077";"sandália anabela julis preta 36";"julius";120;108;10;true;"36";false;true;"kellin";"@kellin-39fe6e";"mocas-calcados-rasteirinha";"feminino-calcados";"10%"
"140050923";"bota branca bico fino";"sem  marca";115;115;0;false;"36";false;true;"rayane";"@rayane-287276";"mocas-calcados-botas";"feminino-calcados";""
"134105875";"sandália papete feminina preta nova";"dubuy";90;63;30;true;"36";false;false;"mariana";"@mariana-b402f3";"mocas-calcados-rasteirinha";"feminino-calcados";"30%"
"143855131";"sandália feminina verde 35";"sem  marca";64;50;21.9;true;"35";false;true;"renata";"@renata-90e1a5";"mocas-calcados-rasteirinha";"feminino-calcados";"barateou"
"143723196";"sandália feminina 39";"guifer";89;89;0;false;"39";false;false;"Carolina";"@carolina-5f4f6c";"mocas-calcados-rasteirinha";"feminino-calcados";""
"142544350";"bota cano alto ferragamo";"ferragamo";1129;1062;5.9;true;"37";false;true;"Ágata";"@agata-a8916a";"mocas-calcados-botas";"feminino-calcados";"6%"
"141337601";"tênis vans crosspath cinza 38";"vans";970;900;7.2;true;"38";false;false;"Thiago";"@thiago-42b824";"mocas-calcados-tenis";"feminino-calcados";"7%"
"134314539";"sandália schutz preta";"schutz";110;78;29.1;true;"38";false;true;"Ana";"@ana-cf813d";"mocas-calcados-rasteirinha";"feminino-calcados";"29%"
"143834027";"tênis jordan preto e vermelho número 41";"jordan";330;330;0;false;"41";false;true;"valeria";"@davalery";"rapazes-calcados-tenis";"masculino-calcados";""
"143542079";"tênis lacoste masculino verde militar";"lacoste";500;500;0;false;"42";false;false;"jota";"@julia-c9c04b";"rapazes-calcados-tenis";"masculino-calcados";""
"143157929";"tênis converse all star branco 37";"converse";85;80;5.9;true;"37";false;true;"maria";"@maria-17ec01";"rapazes-calcados-tenis";"masculino-calcados";"6%"
"141985738";"tênis new balance 2000 unissex cinza branco - novo na caixa";"new balance";1539;1539;0;false;"42";false;false;"Felipe";"@felipe-3808c1";"rapazes-calcados-tenis";"masculino-calcados";""
"141548682";"tênis nike air max plus tn branco 41";"nike";500;500;0;false;"41";false;true;"eduardo";"@eduardo-01c06c";"rapazes-calcados-tenis";"masculino-calcados";""
"142725885";"tênis vans upland preto masculino";"vans";299;251;16.1;true;"41";false;true;"levin";"@levinbrecho";"rapazes-calcados-tenis";"masculino-calcados";"barateou"
"142085188";"bota masculina tony lama 41";"tony lama";1450;1015;30;true;"41";false;true;"jeová";"@jeova-743783";"rapazes-calcados-botas";"masculino-calcados";"30%"
"142387661";"tênis vans authentic azul";"vans";280;237;15.4;true;"41";false;false;"levin";"@levinbrecho";"rapazes-calcados-tenis";"masculino-calcados";"15%"
"143927566";"tênis nike md runner original n43br";"nike";455;455;0;false;"43";false;false;"paulo";"@paulo-afec8b";"rapazes-calcados-tenis";"masculino-calcados";""
"143020754";"tênis converse chuck 70 preto 40";"converse";499;369;26.1;true;"40";false;true;"Flavio";"@flaviounr";"rapazes-calcados-tenis";"masculino-calcados";"26%"
"143898867";"adidas tree young 3 - tam 40";"adidas";850;850;0;false;"40";false;true;"sophia";"@sophia-8b8e2e";"rapazes-calcados-tenis";"masculino-calcados";""
"143816099";"kit desodorante antitranspirante principia";"principia";60;60;0;false;"";false;false;"Isabella";"@cristina179";"";"masculino-calcados";""
"143838165";"tênis adidas runfalcon 2 preto 39";"adidas";200;180;10;true;"39";false;true;"daniel";"@daniel-cd9459";"rapazes-calcados-tenis";"masculino-calcados";"barateou"
"143827881";"tênis masculino casual retro esportivo confortável cinza branco amortecedor respirável academia 42";"jéssica vasconcelos";198;198;0;false;"42";false;false;"Jéssica";"@jessica-b7db09";"rapazes-calcados-tenis";"masculino-calcados";""
"140878819";"sapato mocassim marrom tanino crisci";"tanino crisci";800;580;27.5;true;"41";false;true;"enjoei";"@enjoei-pro";"rapazes-calcados-sapatos";"masculino-calcados";"28%"
"143584887";"tênis nike air jordan 1 low og unc";"nike";850;850;0;false;"42";false;true;"Giovanni";"@giovanni-f10937";"rapazes-calcados-tenis";"masculino-calcados";""
"143303046";"tênis osklen hybrid laces nobuck 41";"osklen";647;614;5.1;true;"41";false;true;"rodrigo";"@rohdriigo";"rapazes-calcados-tenis";"masculino-calcados";"barateou"
"143268360";"tênis nike book 1 sedona 42,5";"nike";700;700;0;false;"42";false;true;"felipe";"@felipe-0009d6";"rapazes-calcados-tenis";"masculino-calcados";""
"143303322";"tênis osklen soho couro gasto, bege, 41";"osklen";587;557;5.1;true;"41";false;false;"rodrigo";"@rohdriigo";"rapazes-calcados-tenis";"masculino-calcados";"barateou"
"143055206";"tênis osklen soho soft club bege 41";"osklen";354;336;5.1;true;"41";false;true;"rodrigo";"@rohdriigo";"rapazes-calcados-tenis";"masculino-calcados";"barateou"
"135137555";"tornozeleira tipo bota com cadarço de fixação - marca mercur - tamanho p";"mercur";40;35;12.5;true;"";false;true;"Guilherme";"@guilhermep93";"";"masculino-calcados";"13%"
"143927545";"chuteira de futebol de campo original da adidas x crazyfast azul - tam 41 - usada 1x";"adidas";400;400;0;false;"41";false;true;"LIGIA";"@ligiamps";"rapazes-calcados-tenis";"masculino-calcados";""
"143909901";"tênis converse all star verde";"converse";145;145;0;false;"39";false;true;"tania";"@tania-0aae6a";"rapazes-calcados-tenis";"masculino-calcados";""
"128528984";"tenis reserva azul";"reserva";350;138;60.6;true;"42";false;true;"Patrícia";"@patricia-d65486";"rapazes-calcados-tenis";"masculino-calcados";"61%"
"143816075";"sapato social masculino cns marrom";"cns";150;150;0;false;"39";false;true;"adriana";"@adriana-79db82";"rapazes-calcados-sapatos";"masculino-calcados";""
"143747763";"vans old skool";"vans";100;100;0;false;"40";false;true;"Carlos";"@carlos-368d7b";"rapazes-calcados-tenis";"masculino-calcados";""
"143267828";"tênis nike book 1 moss point 43";"nike";700;700;0;false;"43";false;true;"felipe";"@felipe-0009d6";"rapazes-calcados-tenis";"masculino-calcados";""
"140812389";"sapato wolken brogue unissex 38";"wolken";250;198;20.8;true;"38";false;true;"Maria";"@mariabarbada";"rapazes-calcados-sapatos";"masculino-calcados";"21%"
"143816073";"tênis adidas avryn original 42";"adidas";550;550;0;false;"42";false;false;"Marcelo";"@marcelo-7f8555";"rapazes-calcados-tenis";"masculino-calcados";""
"143232470";"tênis nike air force 1 branco";"nike";500;399;20.2;true;"38";false;true;"rafhael";"@rafhael-5182e9";"rapazes-calcados-tenis";"masculino-calcados";"20%"
"141923035";"tênis asics original raiden 3 - n44 semi-novo conforto ideal para corrida, caminhada e dia a dia.";"asics";300;290;3.3;true;"44";false;true;"rosely";"@rosely-afc710";"rapazes-calcados-tenis";"masculino-calcados";"3%"
"143825079";"tênis nike pegasus trail 2021 37";"nike";199;199;0;false;"37";false;true;"Cristhofer";"@crisluis";"rapazes-calcados-tenis";"masculino-calcados";""
"143641668";"tênis asics masculino bordô 42";"asics";90;90;0;false;"42";false;true;"Maria";"@maria-a9a6bb";"rapazes-calcados-tenis";"masculino-calcados";""
"143469729";"tênis asics novablast 3 cinza 40";"asics";400;350;12.5;true;"40";false;true;"luis";"@luis-f2ddcb";"rapazes-calcados-tenis";"masculino-calcados";"barateou"
"141865210";"chinelo calvin klein laranja 38";"calvin klein";70;62;11.4;true;"38";false;true;"Matheus";"@matheus-e4666e";"rapazes-calcados-sandalias";"masculino-calcados";"11%"
"143700967";"exclusivo tênis puma ferrari vermelho";"puma";350;350;0;false;"43";false;true;"antonio";"@antonio-1516b6";"rapazes-calcados-tenis";"masculino-calcados";""
"143883803";"tênis oakley preto 35";"oakley";300;300;0;false;"37";false;true;"carolina";"@carolina-a84985";"rapazes-calcados-tenis";"masculino-calcados";""
"138649484";"mocassim versace de camurça";"versace";1750;950;45.7;true;"43";false;true;"henrique";"@henrique-f63e8e";"rapazes-calcados-sapatos";"masculino-calcados";"46%"
"142465874";"tênis asics gel kayano 31 masculino 41";"asics";548;450;17.9;true;"41";false;true;"Ariane";"@ariane-7500a8";"rapazes-calcados-tenis";"masculino-calcados";"18%"
"121505607";"sapato couro preto bally";"bally";1250;875;30;true;"42";false;true;"Patrícia";"@patricia-d65486";"rapazes-calcados-sapatos";"masculino-calcados";"30%"
"142631646";"chuteira adidas nemeziz 2017";"adidas";250;100;60;true;"42";false;true;"danilo";"@danilo-kriok";"rapazes-calcados-tenis";"masculino-calcados";"60%"
"140254203";"tênis osklen de couro bege 40";"osklen";210;195;7.1;true;"40";false;true;"Fernando";"@fernando-fc7557";"rapazes-calcados-tenis";"masculino-calcados";"7%"
"142513229";"tênis degalls masculino verde militar";"degalls";200;182;9;true;"39";false;true;"Thais";"@thais-fe5539";"rapazes-calcados-tenis";"masculino-calcados";"9%"
"142190677";"tênis puma rebound joy bdp 42";"puma";250;242;3.2;true;"42";false;true;"Evandro";"@evandro-254a7c";"rapazes-calcados-tenis";"masculino-calcados";"3%"
"139108719";"tênis nike sb air jordan 4 pine green";"nike sportswear";840;460;45.2;true;"38";false;true;"victor";"@vixtor";"rapazes-calcados-tenis";"masculino-calcados";"45%"
"143849029";"adidas ultraboost 21 - original - branco - esporte - corrida - academia - treino - esporte";"adidas";500;500;0;false;"42";false;true;"Naldo";"@naldo-a31a1c";"rapazes-calcados-tenis";"masculino-calcados";""
"143803437";"tênis new balance  fresh foam 1080 preto tam 40";"new balance";599;559;6.7;true;"40";false;true;"juliana";"@juliana-b4b02e";"rapazes-calcados-tenis";"masculino-calcados";"barateou"
"143763486";"tênis osklen masculino cinza";"osklen";69;69;0;false;"40";false;true;"ryan";"@ryan-b6a4bc";"rapazes-calcados-tenis";"masculino-calcados";""
"143834027";"tênis jordan preto e vermelho número 41";"jordan";330;330;0;false;"41";false;true;"valeria";"@davalery";"rapazes-calcados-tenis";"masculino-calcados";""
"143542079";"tênis lacoste masculino verde militar";"lacoste";500;500;0;false;"42";false;false;"jota";"@julia-c9c04b";"rapazes-calcados-tenis";"masculino-calcados";""
"143157929";"tênis converse all star branco 37";"converse";85;80;5.9;true;"37";false;true;"maria";"@maria-17ec01";"rapazes-calcados-tenis";"masculino-calcados";"6%"
"141985738";"tênis new balance 2000 unissex cinza branco - novo na caixa";"new balance";1539;1539;0;false;"42";false;false;"Felipe";"@felipe-3808c1";"rapazes-calcados-tenis";"masculino-calcados";""
"141548682";"tênis nike air max plus tn branco 41";"nike";500;500;0;false;"41";false;true;"eduardo";"@eduardo-01c06c";"rapazes-calcados-tenis";"masculino-calcados";""
"142725885";"tênis vans upland preto masculino";"vans";299;251;16.1;true;"41";false;true;"levin";"@levinbrecho";"rapazes-calcados-tenis";"masculino-calcados";"barateou"
"142085188";"bota masculina tony lama 41";"tony lama";1450;1015;30;true;"41";false;true;"jeová";"@jeova-743783";"rapazes-calcados-botas";"masculino-calcados";"30%"
"142387661";"tênis vans authentic azul";"vans";280;237;15.4;true;"41";false;false;"levin";"@levinbrecho";"rapazes-calcados-tenis";"masculino-calcados";"15%"
"143927566";"tênis nike md runner original n43br";"nike";455;455;0;false;"43";false;false;"paulo";"@paulo-afec8b";"rapazes-calcados-tenis";"masculino-calcados";""
"143020754";"tênis converse chuck 70 preto 40";"converse";499;369;26.1;true;"40";false;true;"Flavio";"@flaviounr";"rapazes-calcados-tenis";"masculino-calcados";"26%"
"143898867";"adidas tree young 3 - tam 40";"adidas";850;850;0;false;"40";false;true;"sophia";"@sophia-8b8e2e";"rapazes-calcados-tenis";"masculino-calcados";""
"143816099";"kit desodorante antitranspirante principia";"principia";60;60;0;false;"";false;false;"Isabella";"@cristina179";"";"masculino-calcados";""
"143838165";"tênis adidas runfalcon 2 preto 39";"adidas";200;180;10;true;"39";false;true;"daniel";"@daniel-cd9459";"rapazes-calcados-tenis";"masculino-calcados";"barateou"
"143827881";"tênis masculino casual retro esportivo confortável cinza branco amortecedor respirável academia 42";"jéssica vasconcelos";198;198;0;false;"42";false;false;"Jéssica";"@jessica-b7db09";"rapazes-calcados-tenis";"masculino-calcados";""
"140878819";"sapato mocassim marrom tanino crisci";"tanino crisci";800;580;27.5;true;"41";false;true;"enjoei";"@enjoei-pro";"rapazes-calcados-sapatos";"masculino-calcados";"28%"
"143584887";"tênis nike air jordan 1 low og unc";"nike";850;850;0;false;"42";false;true;"Giovanni";"@giovanni-f10937";"rapazes-calcados-tenis";"masculino-calcados";""
"143303046";"tênis osklen hybrid laces nobuck 41";"osklen";647;614;5.1;true;"41";false;true;"rodrigo";"@rohdriigo";"rapazes-calcados-tenis";"masculino-calcados";"barateou"
"143268360";"tênis nike book 1 sedona 42,5";"nike";700;700;0;false;"42";false;true;"felipe";"@felipe-0009d6";"rapazes-calcados-tenis";"masculino-calcados";""
"143303322";"tênis osklen soho couro gasto, bege, 41";"osklen";587;557;5.1;true;"41";false;false;"rodrigo";"@rohdriigo";"rapazes-calcados-tenis";"masculino-calcados";"barateou"
"143055206";"tênis osklen soho soft club bege 41";"osklen";354;336;5.1;true;"41";false;true;"rodrigo";"@rohdriigo";"rapazes-calcados-tenis";"masculino-calcados";"barateou"
"135137555";"tornozeleira tipo bota com cadarço de fixação - marca mercur - tamanho p";"mercur";40;35;12.5;true;"";false;true;"Guilherme";"@guilhermep93";"";"masculino-calcados";"13%"
